,year,data-year,cfips,county,state,microbusiness_density,pct_house_price_gt1mill,pct_house_price_500k_1mill,pct_house_price_250k_500k,pct_house_price_100k_250k,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio,pct_moved_from_abroad,pct_moved_outside_state,pct_moved_within_state,pct_moved_within_county,pct_households_married,avg_family_size,pct_unmarried_same_sex_households,pct_housing_owner_occupied,pct_divorced,pct_never_married,pct_k12_enrollment,pct_k12_public_students,pct_college_public_students,pct_college_enrollment,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree,pct_multilingual,pct_below_poverty_level,pct_unemployed,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry,pct_employed_at_self_employed,pct_employed_at_non_profit,pct_employed_at_government,pct_housing_single_detached,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
9885,2022,2020,13193,Macon County,Georgia,0.916619622,0.0,0.0,0.0,6.293706293706294,23.8,98.4,37.8,13107,26.8,29.6,40.0,112.8,0.0,0.3,7.4,4.9,37.09122203098107,3.1,60.7,,8.7,45.1,92.46724890829694,83.2,85.2,20.9,25.1,20.8,23.6,6.8,28.6,9.2,21.9,4.272151898734177,7.34629294755877,10.05877034358047,11.1,3.1,17.9,59.9,63.0,6.2,0.1,31910.0
9886,2022,2020,13195,Madison County,Georgia,2.49046842,0.0,0.0,0.0,57.324840764331206,11.7,97.2,43.7,29624,27.7,38.1,40.5,95.3,0.0,1.0,5.4,2.9,53.8410845415176,3.17,70.4,,11.0,26.7,98.06565064478312,86.0,90.4,18.2,23.2,30.0,15.1,6.2,19.9,6.3,28.6,3.5475086479723266,6.925737837638919,5.004783984691249,10.1,5.6,19.8,70.1,80.6,10.2,0.6,51142.0
9887,2022,2020,13197,Marion County,Georgia,1.49655701,0.0,0.0,0.0,41.86046511627907,19.0,99.2,26.4,8450,36.2,39.9,44.8,90.8,0.2,3.1,1.0,2.6,53.28659070990359,2.85,56.0,,7.3,28.6,97.3297730307076,95.5,100.0,32.0,16.9,19.5,36.7,9.1,14.2,6.5,23.6,5.408690367669402,6.654512306289881,4.77058644788818,12.7,4.3,14.3,56.0,56.7,9.9,2.5,52450.0
9888,2022,2020,13199,Meriwether County,Georgia,1.95523648,0.0,0.0,34.29951690821256,19.806763285024157,17.8,98.8,37.2,21080,35.0,36.7,42.2,93.5,0.0,1.0,5.1,4.2,38.61901877649909,3.09,72.4,,12.4,33.8,98.00979791794244,93.1,77.9,23.3,22.8,13.4,25.0,1.8,20.9,5.6,26.1,3.638341593134293,5.729481445666627,4.218542245860027,8.1,2.5,17.0,71.5,67.5,6.8,1.1,40769.0
9889,2022,2020,13201,Miller County,Georgia,1.01702612,0.0,0.0,0.0,100.0,15.2,93.5,38.3,5725,40.0,42.0,42.8,93.3,0.1,1.1,5.9,3.3,48.3539974348012,2.88,69.0,,10.3,27.9,91.90871369294604,83.4,87.8,14.6,33.5,14.8,17.6,0.4,20.3,7.0,36.5,5.038759689922481,5.211024978466839,5.641688199827734,14.4,3.1,23.1,68.7,54.1,11.2,1.1,49771.0
9890,2022,2020,13205,Mitchell County,Georgia,1.12867603,0.0,0.0,0.0,0.0,11.8,97.4,37.7,22072,27.6,36.1,39.1,106.9,0.0,1.4,5.4,4.8,35.35794462459466,2.98,65.2,,16.7,38.2,99.03554698263984,93.0,93.7,12.1,27.0,14.7,25.9,7.9,26.3,10.9,25.4,6.271393643031785,3.618581907090464,7.640586797066015,8.7,8.8,17.4,64.9,77.6,7.4,0.5,39404.0
9891,2022,2020,13207,Monroe County,Georgia,2.6148018200000003,0.0,0.0,100.0,0.0,9.1,98.7,43.3,27455,30.6,35.1,42.9,102.0,0.0,1.3,6.1,3.1,55.29134322491893,3.17,75.6,,10.8,24.5,93.86183465458664,77.6,74.6,29.0,27.5,19.7,26.3,2.2,15.5,3.7,36.8,6.172224987555998,10.942425750788122,7.914385266301642,13.4,7.0,17.8,75.0,83.5,13.2,2.3,60491.0
9892,2022,2020,13209,Montgomery County,Georgia,0.632701069,0.0,0.0,29.82456140350877,12.280701754385964,23.5,98.1,48.5,9069,26.7,32.4,40.0,100.9,0.2,1.1,11.9,2.9,53.80594576935642,3.23,58.0,,10.6,30.7,97.25829725829726,84.2,59.9,59.4,23.3,17.6,22.5,6.8,16.5,7.8,32.5,3.3529411764705883,5.970588235294118,5.0,12.4,4.1,22.5,57.7,80.2,9.1,1.7,45230.0
9893,2022,2020,13211,Morgan County,Georgia,5.88384533,0.0,0.0,0.0,74.28571428571429,10.5,97.7,24.3,18832,34.6,39.2,44.1,96.8,0.0,0.3,4.8,3.8,57.28693181818182,3.06,75.5,,9.4,26.9,94.46293494704992,94.0,87.0,20.7,29.0,20.9,21.3,2.5,7.7,3.0,32.6,3.758314855875832,10.975609756097562,5.631929046563193,13.3,6.2,19.9,74.7,77.6,13.6,3.6,68669.0
9894,2022,2020,13213,Murray County,Georgia,1.09824469,0.0,0.0,0.0,100.0,10.3,96.4,29.4,39789,24.1,40.7,38.8,96.7,0.1,0.4,1.7,3.6,58.27823691460056,3.08,61.9,,11.5,22.2,97.72479564032696,95.7,91.5,26.6,32.4,9.5,20.9,11.6,16.0,6.5,19.3,2.34046135713083,5.612617163383286,2.8568221361620925,4.0,2.9,10.4,60.3,79.7,7.4,1.0,51133.0
9895,2022,2020,13215,Muscogee County,Georgia,4.10675917,0.9857612267250824,0.0,9.748083242059144,42.82584884994524,13.4,97.7,41.8,195418,21.4,39.9,34.4,95.1,1.0,6.0,3.8,10.4,37.72675429067999,3.33,70.6,,12.9,37.5,96.49102354861272,90.6,84.6,36.5,29.6,20.9,23.2,7.8,20.0,8.6,34.2,11.10885458976442,11.267516246953695,6.227152721364744,7.4,6.0,19.2,67.7,82.2,16.4,1.7,47418.0
9896,2022,2020,13217,Newton County,Georgia,5.24334645,0.0,8.02139037433155,9.090909090909092,28.07486631016043,5.5,98.5,50.9,109835,21.3,42.9,36.5,89.6,0.6,2.2,4.6,3.8,51.01616812721412,3.39,87.8,,11.9,34.1,96.13435311463324,88.5,81.7,29.6,29.2,19.6,24.9,6.6,15.0,6.2,31.5,4.930495657232263,7.74476962269071,5.708783824443866,8.3,4.4,15.3,86.1,88.9,12.4,2.2,59178.0
9897,2022,2020,13219,Oconee County,Georgia,7.8373313,0.0,0.0,33.23262839879154,62.2356495468278,5.5,98.9,30.3,39194,25.8,45.4,40.1,97.6,0.1,1.8,7.5,1.8,69.08444057213389,3.16,91.3,,8.9,21.8,97.42106531694384,85.0,86.3,35.0,33.6,23.3,21.6,9.0,6.2,2.9,52.4,8.634923931668311,6.812399397684199,4.449867594371463,15.9,7.0,20.3,87.4,91.9,24.0,1.8,95064.0
9898,2022,2020,13221,Oglethorpe County,Georgia,1.9184857000000002,0.0,0.0,0.0,57.77777777777777,18.3,98.0,32.9,15040,30.1,36.7,42.7,103.4,0.1,0.3,5.1,2.6,51.52455723936462,3.39,68.4,,11.9,26.8,96.98795180722892,94.3,84.5,25.1,43.7,10.9,18.7,5.6,12.3,5.2,33.4,3.161119621222671,6.071577774683192,3.9827322099986073,8.2,3.0,24.2,67.9,70.7,10.8,0.5,52816.0
9899,2022,2020,13223,Paulding County,Georgia,5.282937970000001,0.0,0.0,9.77198697068404,83.30618892508144,5.3,98.7,29.7,164440,17.1,41.7,36.3,95.0,0.1,1.4,5.2,2.9,59.43120033458804,3.35,93.5,,12.7,27.3,97.00006128577556,93.1,81.3,30.2,29.9,16.9,23.0,7.5,6.9,4.3,35.8,6.601385062178866,8.204879986099735,4.6205972149825,8.2,5.6,13.6,91.9,89.4,16.1,2.2,74154.0
9900,2022,2020,13225,Peach County,Georgia,3.95962382,0.0,19.29824561403509,0.0,35.08771929824561,13.7,98.5,39.4,27502,24.9,32.7,38.0,94.1,0.0,2.2,4.9,3.8,39.12873225648556,3.15,70.8,,10.1,40.7,98.60618946373732,93.3,93.7,73.1,30.9,19.8,16.1,8.3,20.9,9.7,26.8,4.222804955240076,8.138168007957319,9.358893209150915,7.800000000000001,5.1,19.5,69.4,77.8,10.5,0.1,50267.0
9901,2022,2020,13227,Pickens County,Georgia,7.11012221,0.0,0.0,52.88753799392097,39.51367781155015,13.9,96.8,35.0,32002,37.4,34.2,46.1,98.0,0.0,1.2,5.6,5.2,58.68579437711271,3.07,78.2,,11.9,22.4,97.70471464019852,91.0,81.6,27.6,21.2,29.0,22.3,3.4,11.7,4.6,28.4,8.040442946557535,7.297613315908935,5.041612215420592,11.3,7.9,13.0,77.3,88.2,14.6,0.4,68365.0
9902,2022,2020,13229,Pierce County,Georgia,1.9010255900000002,0.0,0.0,0.0,21.21212121212121,12.9,98.9,38.2,19336,29.5,42.9,39.0,100.2,0.1,0.3,1.9,2.7,47.22764001114517,3.24,66.3,,14.6,25.8,88.46263956484397,95.3,77.7,32.4,16.9,13.4,20.4,2.7,18.5,5.0,25.7,2.638853983412918,9.235988941945212,4.1090726313144,8.2,5.9,12.9,65.5,69.1,7.2,0.6,48969.0
9903,2022,2020,13231,Pike County,Georgia,3.12565849,0.0,0.0,0.0,59.01639344262295,12.8,98.5,37.3,18565,25.9,38.3,40.6,95.9,0.1,0.4,6.6,2.7,60.10060035696901,3.54,89.3,,9.4,24.7,95.6268221574344,91.0,85.1,29.2,27.7,18.7,19.0,2.2,9.2,5.0,39.2,6.015876953609526,5.420491193252295,8.645497395187299,7.8,4.9,25.4,88.3,79.6,10.8,1.3,68138.0
9904,2022,2020,13233,Polk County,Georgia,2.32343129,0.0,0.0,0.0,42.38095238095238,9.6,96.3,43.1,42251,26.1,43.2,37.3,95.8,0.3,1.8,3.6,6.7,47.94165316045381,3.28,79.1,,14.3,28.9,94.00579272131974,92.8,72.0,22.8,19.4,20.9,23.5,11.9,18.3,5.4,20.5,2.8904828176854727,7.911358526924313,3.682689219569639,9.4,4.6,10.8,77.6,79.9,7.9,2.0,46846.0
9905,2022,2020,13235,Pulaski County,Georgia,1.18802214,0.0,47.05882352941176,52.94117647058824,0.0,19.6,94.5,48.7,11185,33.1,28.4,41.0,76.0,0.0,0.9,6.2,4.6,39.75808572179858,3.13,66.5,,17.3,32.4,99.57805907172995,94.7,86.0,38.4,18.9,13.3,13.3,2.3,20.4,5.2,29.4,2.307692307692308,5.98014888337469,6.600496277915632,5.4,7.8,21.4,66.4,64.8,7.6,0.8,42213.0
9906,2022,2020,13237,Putnam County,Georgia,4.01656196,0.0,0.0,10.11904761904762,60.71428571428571,28.7,97.6,39.2,21906,42.0,35.6,47.8,96.5,0.5,1.2,6.4,3.0,49.80437770963307,2.79,57.0,,10.6,23.9,92.10836277974089,84.9,62.6,19.5,28.2,20.9,25.6,5.5,18.7,3.5,28.1,6.692138474007178,13.280074099803173,5.8122033113349545,12.4,4.7,15.8,54.8,78.7,14.4,0.4,52910.0
9907,2022,2020,13239,Quitman County,Georgia,0.772316937,0.0,0.0,0.0,52.84552845528455,53.2,97.0,27.0,2290,55.3,23.1,56.9,103.2,0.0,3.2,1.3,3.4,44.36325678496869,3.23,51.0,,7.8,23.2,100.0,86.5,96.6,4.5,6.4,24.1,41.9,6.3,14.3,21.4,21.4,8.974358974358974,5.555555555555555,13.675213675213676,4.5,5.8,18.8,50.2,59.3,6.6,0.0,34394.0
9908,2022,2020,13241,Rabun County,Georgia,5.97025446,15.517241379310343,0.0,1.7241379310344829,81.03448275862068,44.6,98.6,56.3,16859,50.3,28.3,49.8,95.0,0.2,2.1,2.5,4.2,51.65195101110795,2.91,78.5,,12.9,23.4,98.6159169550173,81.6,72.3,30.5,35.7,19.6,18.4,10.0,19.9,4.1,30.2,6.307834669956818,15.946946329426282,2.3596545342381243,16.1,5.5,9.5,77.5,77.2,13.9,1.7,44871.0
9909,2022,2020,13243,Randolph County,Georgia,0.667717139,0.0,0.0,20.73170731707317,79.26829268292683,29.2,97.0,37.7,6888,43.2,51.1,39.9,93.7,0.1,0.9,2.3,8.9,27.662721893491128,3.2,55.8,,15.2,37.0,99.07341411261582,96.4,84.1,38.5,35.6,15.8,17.9,2.3,29.7,8.8,19.3,0.9484536082474228,3.216494845360825,12.41237113402062,8.7,4.2,23.8,53.9,73.7,8.9,0.0,29400.0
9910,2022,2020,13245,Richmond County,Georgia,3.7631685500000005,0.0,0.0,6.915629322268327,52.62793914246197,18.6,98.4,47.0,202178,22.1,36.2,34.4,93.8,0.5,4.5,3.6,9.2,32.956456994732925,3.52,69.7,,13.4,44.1,93.96989565056792,89.7,83.3,28.0,32.0,22.8,20.8,6.6,23.2,9.3,31.4,3.6607841956272966,12.10985966391616,5.7339035114136,5.300000000000001,5.9,20.8,64.3,80.4,13.8,1.2,43882.0
9911,2022,2020,13247,Rockdale County,Georgia,10.2632007,0.0,0.0,8.8659793814433,43.91752577319588,7.1,96.7,41.9,90155,23.5,40.4,38.5,89.2,0.2,3.0,7.9,3.8,46.04481169553472,3.38,80.7,,11.9,35.7,95.67875830442706,91.1,81.4,32.4,31.7,16.1,25.2,10.7,12.2,6.6,35.1,6.37177589595516,8.34202800087351,5.968990367117172,10.8,5.1,16.6,78.2,84.8,17.4,2.6,62505.0
9912,2022,2020,13249,Schley County,Georgia,1.0824230700000002,0.0,0.0,17.28395061728395,33.33333333333333,17.0,99.7,44.2,5215,25.9,37.1,39.1,96.3,0.1,0.0,5.0,2.8,60.021493820526594,3.24,63.2,,9.8,26.5,94.84649122807018,97.3,90.4,33.5,24.1,10.5,27.2,2.1,14.7,8.0,29.4,4.745011086474501,3.813747228381375,11.219512195121952,7.8,2.3,24.1,62.7,73.5,7.4,0.0,49105.0
9913,2022,2020,13251,Screven County,Georgia,2.51426506,0.0,0.0,31.14754098360656,32.78688524590164,27.3,97.0,35.6,13977,31.6,35.0,41.9,92.3,0.1,1.6,4.6,2.9,43.22737396234055,3.55,57.7,,11.1,33.9,96.19181946403386,85.9,94.5,29.8,28.4,14.8,15.2,2.3,20.4,6.1,25.7,1.9842688594923128,5.345012513407222,4.915981408652128,11.0,3.0,17.2,57.4,71.5,7.8,0.6,39852.0
9914,2022,2020,13253,Seminole County,Georgia,1.04057793,0.0,0.0,37.34939759036144,46.98795180722892,30.6,95.2,37.1,8218,41.4,37.2,45.1,88.3,0.2,1.3,2.8,2.6,36.41498216409037,3.03,66.8,,16.2,31.6,93.29173166926677,93.1,85.1,16.0,15.1,26.1,16.1,1.2,26.4,4.8,35.0,3.879003558718861,2.740213523131673,3.950177935943061,14.0,6.0,18.7,65.0,65.0,10.9,0.0,35286.0
9915,2022,2020,13255,Spalding County,Georgia,3.93670981,0.0,0.0,0.0,20.644216691068813,7.0,98.9,41.9,66043,31.3,40.5,39.0,92.6,0.1,1.0,5.9,4.8,42.9416572607325,3.03,81.4,,13.2,32.0,96.043040610899,92.7,92.2,15.9,25.6,20.6,18.4,3.9,17.5,4.3,28.6,4.1558725872952165,7.519976648301528,5.192104206954427,6.9,5.0,15.2,79.8,72.5,11.2,0.5,48970.0
9916,2022,2020,13257,Stephens County,Georgia,2.96299943,0.0,0.0,0.0,69.67213114754098,20.9,98.9,35.7,25934,34.5,37.1,41.6,88.0,0.6,2.4,4.9,6.9,49.09291370151348,3.1,70.8,,14.0,27.0,96.58685685175752,91.3,72.6,44.3,27.1,19.5,19.4,4.2,13.9,6.4,25.4,4.5479653839072,11.940710734671333,3.45240287239919,11.1,6.2,15.5,68.8,74.8,10.3,0.9,46766.0
9917,2022,2020,13259,Stewart County,Georgia,0.769905305,0.0,0.0,0.0,75.0,21.4,99.0,21.5,6446,19.8,15.6,39.2,212.5,8.4,8.1,10.7,3.4,35.55555555555556,3.05,56.4,,9.0,44.5,86.54781199351702,82.4,100.0,15.9,11.2,30.7,27.7,23.2,28.2,9.2,20.1,3.450292397660818,6.023391812865498,8.362573099415204,10.2,1.9,27.0,55.9,55.2,8.2,0.0,34028.0
9918,2022,2020,13261,Sumter County,Georgia,1.80034799,0.0,0.0,0.0,27.2264631043257,17.7,98.3,40.9,29714,27.3,37.2,35.7,90.3,0.1,1.2,6.1,12.1,38.67238812505474,3.08,68.3,,11.1,39.8,95.22546419098144,90.7,96.4,56.0,25.7,22.4,16.4,6.7,24.3,6.5,33.4,2.5540432345876702,6.621297037630105,6.557245796637309,7.2,9.2,18.2,67.8,72.8,10.2,3.0,37174.0
9919,2022,2020,13263,Talbot County,Georgia,0.8785082750000001,0.0,0.0,0.0,0.0,15.9,97.5,28.9,6245,41.7,28.4,50.3,92.8,0.0,0.5,5.0,2.5,38.36042891732964,2.6,65.7,,12.2,30.9,95.8955223880597,86.0,73.1,22.6,24.0,15.7,36.5,2.1,15.4,6.5,27.2,6.506584043377226,6.196746707978312,3.601859024012394,6.699999999999999,9.1,20.9,65.5,61.1,6.3,0.4,40020.0
9920,2022,2020,13265,Taliaferro County,Georgia,0.43859649,0.0,0.0,0.0,0.0,37.4,99.4,40.5,1596,52.2,25.4,45.2,91.4,0.0,0.4,1.7,2.2,32.3262839879154,2.84,57.9,,9.5,40.0,82.92682926829268,93.7,89.7,15.0,30.6,15.3,25.0,4.8,24.7,4.2,15.5,2.272727272727273,14.393939393939394,10.454545454545451,12.1,1.2,15.8,57.3,53.2,4.1,0.6,37717.0
9921,2022,2020,13267,Tattnall County,Georgia,1.3955331,0.0,0.0,0.0,62.35294117647059,16.9,95.7,22.0,25392,20.6,31.1,37.7,142.8,0.1,1.8,15.8,5.9,46.21929298981426,2.75,58.5,,14.1,35.2,95.82366589327148,88.8,81.6,15.5,20.1,20.4,12.7,13.5,21.7,5.7,32.4,2.56225189462288,5.605677853963671,11.271502466017084,12.5,3.4,24.5,57.7,77.8,7.7,0.8,44053.0
9922,2022,2020,13269,Taylor County,Georgia,1.13867489,0.0,0.0,0.0,100.0,21.6,99.9,62.5,8126,34.7,33.9,44.0,86.2,0.4,1.7,3.1,1.3,40.16008832459288,2.74,53.7,,9.9,33.0,92.8921568627451,90.7,81.3,16.8,39.3,16.0,21.4,4.2,29.4,4.8,27.7,2.006369426751592,1.3694267515923568,9.203821656050955,8.8,6.8,22.1,53.2,65.6,8.1,0.6,28550.0
9923,2022,2020,13271,Telfair County,Georgia,0.65435356,0.0,0.0,10.0,53.333333333333336,38.5,96.1,46.0,15871,27.8,25.1,42.1,143.6,0.5,0.7,3.7,2.8,42.57978129881722,3.38,64.2,,9.5,47.1,98.1844242713808,84.1,87.8,23.1,28.7,6.9,22.2,10.2,27.4,1.5,25.0,1.9178653324994788,6.378986866791744,8.692933083176985,10.9,4.2,18.9,64.0,49.0,3.8,2.4,32764.0
9924,2022,2020,13273,Terrell County,Georgia,0.907861109,0.0,0.0,52.083333333333336,0.0,19.4,95.5,48.6,8654,33.6,40.2,40.3,98.5,0.1,0.6,2.9,5.8,38.18181818181819,3.03,72.0,,10.2,35.5,98.93475366178428,88.7,90.9,13.6,19.6,17.1,30.9,4.9,31.2,7.4,18.4,3.884934756820878,7.829181494661921,8.511269276393833,8.9,4.3,19.0,71.9,70.5,5.7,0.9,35335.0
9925,2022,2020,13275,Thomas County,Georgia,4.20463581,0.0,0.0,17.454545454545457,60.36363636363637,14.6,98.3,43.2,44545,31.0,40.9,39.5,91.4,0.1,3.8,4.9,7.9,45.459154929577466,2.95,68.6,,12.5,29.7,99.12876361306854,94.1,83.4,24.2,26.5,19.4,21.2,4.3,17.5,6.2,36.3,3.65055387713998,8.413897280966767,6.404833836858007,10.6,7.6,18.1,66.2,82.1,14.1,0.9,47133.0
9926,2022,2020,13277,Tift County,Georgia,2.05537739,0.0,0.0,0.0,70.96774193548387,11.8,98.7,33.7,40590,24.4,40.9,36.1,94.5,0.2,1.0,3.5,3.7,44.98251277912295,3.19,63.7,,9.4,36.2,94.48437931987836,90.3,90.6,49.4,27.9,11.3,20.6,11.4,22.5,2.8,33.6,4.565253349506534,12.692286486188454,5.375751226773998,8.3,10.2,14.5,62.4,68.1,8.0,0.9,44827.0
9927,2022,2020,13279,Toombs County,Georgia,1.99104134,0.0,0.0,0.0,44.04761904761904,19.9,96.7,31.0,26947,28.3,45.7,36.9,86.5,0.0,2.6,5.6,6.3,46.16013071895425,3.39,64.2,,11.7,28.5,98.4994228549442,89.6,89.3,26.6,16.9,26.4,17.3,10.6,20.7,7.2,25.3,3.831012962073932,7.028324531925108,7.700432069131061,9.2,6.0,21.0,63.5,76.7,9.4,0.9,41244.0
9928,2022,2020,13281,Towns County,Georgia,8.199884260000001,16.55629139072848,0.0,15.2317880794702,43.04635761589404,39.6,99.0,37.3,11815,63.9,22.9,53.5,88.0,0.6,3.9,5.9,2.9,59.20894926088693,2.63,80.1,,9.7,22.4,95.837275307474,93.5,39.2,47.8,24.4,20.0,21.5,4.2,12.8,4.2,31.2,3.438267470417504,11.051574012056262,7.590980129493191,13.3,9.2,19.2,78.6,80.1,18.0,2.7,51257.0
9929,2022,2020,13283,Treutlen County,Georgia,0.935627306,0.0,0.0,68.42105263157895,31.57894736842105,20.2,99.0,35.5,6787,29.2,40.3,39.1,116.6,0.3,1.5,9.7,4.1,47.22338204592902,3.27,56.8,,12.7,32.7,98.05743243243244,91.3,84.7,13.0,33.9,5.1,16.0,4.7,31.3,8.9,35.3,2.106567534076828,6.195786864931847,5.658818669971087,6.0,2.0,19.5,56.7,69.6,11.5,1.1,32072.0
9930,2022,2020,13285,Troup County,Georgia,4.4649341499999995,0.0,0.0,0.0,67.46031746031747,12.9,97.2,46.5,70095,24.4,40.5,36.7,91.4,0.6,1.7,3.8,8.1,44.70018413257545,3.37,75.7,,11.9,33.7,97.97153864297508,88.2,82.4,22.7,28.6,20.1,20.5,5.2,19.6,5.8,27.8,4.447852760736196,7.828612452682418,2.9336901187834488,6.8,5.7,13.6,74.8,77.4,12.7,1.1,46796.0
9931,2022,2020,13287,Turner County,Georgia,1.7649023200000002,0.0,0.0,0.0,100.0,18.5,99.7,37.1,7920,33.4,43.0,39.7,88.1,0.0,0.7,7.6,10.6,42.269326683291766,2.79,67.6,,10.2,32.1,96.88631426502536,96.5,97.1,24.0,27.0,5.1,21.7,9.0,29.5,7.4,28.6,3.310613437195716,6.523855890944498,9.185329438493996,8.9,4.2,21.8,67.6,65.2,6.2,1.3,34514.0
9932,2022,2020,13289,Twiggs County,Georgia,1.90620272,0.0,0.0,0.0,0.0,27.8,97.7,28.5,8195,38.9,33.3,47.2,98.4,0.1,1.2,0.6,1.7,46.07142857142857,3.44,60.3,,13.2,29.3,95.21776259607174,79.8,70.0,23.2,31.2,11.3,23.8,3.5,15.2,4.1,18.8,4.932885906040268,6.778523489932886,10.87248322147651,12.3,4.0,21.0,58.5,69.6,5.3,0.0,43477.0
9933,2022,2020,13291,Union County,Georgia,6.29405637,0.0,0.0,18.21862348178137,70.04048582995951,31.1,95.9,36.7,23999,65.1,31.3,55.2,93.2,0.0,4.4,5.5,4.0,56.31903039781058,2.7,79.4,,13.6,15.5,93.31254331254333,92.1,51.3,17.5,25.7,19.5,21.3,3.8,15.8,4.8,35.6,4.191825359962842,7.7217835578262894,3.204830469112866,21.2,8.0,10.0,79.1,78.0,13.0,0.8,49703.0
9934,2022,2020,13293,Upson County,Georgia,2.07046947,0.0,0.0,5.138339920948617,50.98814229249013,14.4,99.1,45.3,26329,30.9,38.0,42.2,91.2,0.2,1.5,4.6,7.0,39.349937493989806,3.29,74.9,,14.9,31.6,98.17372980566611,86.6,90.9,24.9,21.7,20.4,19.2,2.8,20.4,4.3,29.6,5.475424896646762,5.346807533302711,6.779972439136427,6.3,3.3,22.3,73.3,72.4,8.7,1.4,39221.0
9935,2022,2020,13295,Walker County,Georgia,2.8289413199999998,0.0,0.0,10.16042780748663,69.87522281639929,13.6,98.4,35.6,69398,30.8,36.4,41.7,97.0,0.1,3.2,3.5,5.7,50.482779594008974,3.08,80.3,,14.2,25.2,96.2953020134228,90.3,87.0,31.7,26.8,22.2,19.1,2.5,15.1,6.8,30.9,5.008703648963773,8.112457713403618,2.6472230433211807,11.1,6.1,12.1,79.4,79.2,11.8,0.9,46601.0
9936,2022,2020,13297,Walton County,Georgia,9.33892403,0.0,0.0,26.442307692307693,70.67307692307693,6.5,98.0,43.9,93284,26.2,41.1,39.1,94.3,0.0,1.5,4.8,4.3,56.250389480899855,3.3,86.0,,10.8,28.4,96.00485661424608,85.9,83.3,30.8,20.8,21.4,26.6,5.6,12.3,4.8,31.1,5.104281009879254,6.796560556165386,5.630259787778997,12.2,4.0,16.1,84.1,85.8,14.0,1.3,65491.0
9937,2022,2020,13299,Ware County,Georgia,2.20743799,0.0,0.0,0.0,48.57142857142857,18.7,98.7,38.4,35745,28.8,40.9,39.3,102.5,0.0,1.4,2.3,7.6,41.23892509335872,3.14,66.8,,12.6,35.4,93.1007386452931,94.9,66.6,17.5,27.4,13.4,22.8,4.3,23.3,4.2,26.3,3.080373831775701,7.626168224299065,7.5887850467289715,10.5,4.4,16.0,66.5,68.6,10.2,1.2,37041.0
9938,2022,2020,13301,Warren County,Georgia,1.7205073,0.0,0.0,0.0,100.0,24.3,99.0,33.9,5259,38.7,35.8,45.2,88.6,0.0,0.7,1.7,4.2,36.44405130473242,2.84,51.5,,11.2,35.4,93.41614906832298,95.3,85.7,24.6,19.5,21.9,19.7,1.0,25.7,3.7,20.1,1.897269782508098,2.2674687644608977,4.858861638130495,8.3,0.7,17.5,49.4,51.7,7.1,0.5,38250.0
9939,2022,2020,13303,Washington County,Georgia,1.46043483,0.0,0.0,0.0,63.888888888888886,17.9,97.7,40.7,20316,30.0,35.5,41.0,103.7,0.4,1.1,6.9,7.7,40.00518201839616,2.9,59.0,,11.5,35.0,96.21000310655484,92.7,92.9,28.1,17.5,25.3,23.4,3.0,20.8,5.1,27.5,4.933224311801581,6.064322703733987,10.929408558190245,5.7,4.2,22.4,58.7,69.2,10.1,0.6,36402.0
9940,2022,2020,13305,Wayne County,Georgia,1.7258142800000003,0.0,0.0,0.0,5.921052631578947,14.9,97.8,29.9,29959,26.5,41.0,38.2,101.6,0.1,1.8,3.0,6.9,52.55272449661227,3.25,62.2,,12.3,27.7,94.45260837619398,96.7,91.0,24.0,23.9,16.1,11.8,4.5,16.4,5.4,25.5,1.8888002128225592,8.291212201826728,5.613194998669859,12.2,2.2,17.8,61.5,74.6,7.4,2.4,45773.0
9941,2022,2020,13307,Webster County,Georgia,0.7608155369999999,0.0,0.0,0.0,0.0,27.4,100.0,49.0,2587,47.2,42.2,43.9,96.1,0.0,1.9,2.4,2.3,46.63677130044843,3.2,51.7,,8.5,24.7,96.13152804642166,90.5,78.8,14.4,11.8,2.5,28.1,12.8,24.7,6.3,25.3,2.2364217252396164,7.135250266240682,14.270500532481364,9.5,4.3,24.2,51.7,67.0,5.8,0.0,31629.0
9942,2022,2020,13309,Wheeler County,Georgia,0.7670065420000001,0.0,0.0,0.0,0.0,32.4,98.5,41.4,7897,21.4,24.5,27.8,184.8,0.1,0.3,4.1,1.6,39.740698985343855,6.52,62.5,,9.2,49.5,97.58812615955472,94.0,88.4,3.1,33.4,19.0,5.3,5.5,30.0,7.2,14.8,0.0713266761768901,3.9942938659058487,15.085592011412269,10.3,1.7,23.7,62.5,46.8,14.7,0.0,28864.0
9943,2022,2020,13311,White County,Georgia,4.21119494,0.0,0.0,0.0,100.0,28.2,97.5,38.7,29962,38.5,31.6,46.7,94.4,0.1,1.1,8.4,6.9,57.95173531167392,2.88,70.9,,12.1,23.3,97.70833333333331,87.8,69.1,27.6,27.0,21.2,23.2,2.7,11.3,3.5,32.6,4.585864572529264,15.076307601126093,7.134390280041488,14.6,4.6,18.7,70.9,76.7,12.0,2.9,55788.0
